0, 1763
1, 1877
2, 1692
3, 1671
4, 1607
5, 1656
6, 1602
7, 1714
8, 1728
9, 1765
10, 1619
11, 1642
12, 1692
13, 1635
14, 1723
15, 1653
16, 1723
17, 1596
18, 1683
19, 1816
20, 1705
21, 1753
22, 1687
23, 1641
24, 1652
25, 1580
26, 1594
27, 1672
28, 1632
29, 1480
30, 1493
31, 1649
32, 1782
33, 1690
34, 1747
35, 1746
36, 1657
37, 1591
38, 1643
39, 1646
40, 1740
41, 1655
42, 1629
43, 1744
44, 1661
45, 1621
46, 1522
47, 1863
48, 1744
49, 1798
50, 1794
51, 1756
52, 1874
53, 1837
54, 1809
55, 1799
56, 1683
57, 1715
58, 1655
59, 1681
60, 1563
61, 1719
62, 1619
63, 1589
64, 1676
65, 1623
66, 1889
67, 1836
68, 1757
69, 1685
70, 1647
71, 1876
72, 1928
73, 1732
74, 1779
75, 1752
76, 1817
77, 1722
78, 1605
79, 1584
80, 1697
81, 1525
82, 1582
83, 1734
84, 1756
85, 1686
86, 1693
87, 1722
88, 1795
89, 1604
90, 1724
91, 1852
92, 1794
93, 1643
94, 1770
95, 1687
96, 1805
97, 1711
98, 1810
99, 1914
100, 1901
101, 1894
102, 1810
103, 1752
104, 1866
105, 1958
106, 1954
107, 1906
108, 1816
109, 1760
110, 1720
111, 1934
112, 1759
113, 1892
114, 1807
115, 1755
116, 1903
117, 1788
118, 1783
119, 1919
120, 1743
121, 1818
122, 1775
123, 1844
124, 2011
125, 1862
126, 1704
127, 2002
128, 1801
129, 1690
130, 1751
131, 1904
132, 1803
133, 1794
134, 1698
135, 1757
136, 1798
137, 1922
138, 1870
139, 1950
140, 1850
141, 1955
142, 1780
143, 1983
144, 1897
145, 1774
146, 1897
147, 1911
148, 1828
149, 1914
150, 1893
151, 1822
152, 1890
153, 1834
154, 1825
155, 1812
156, 1998
157, 1842
158, 1844
159, 1893
160, 1777
161, 1730
162, 1979
163, 2008
164, 2060
165, 1859
166, 1854
167, 1984
168, 1741
169, 1757
170, 1759
171, 1802
172, 1875
173, 1850
174, 1755
175, 1761
176, 1595
177, 1702
178, 1597
179, 1600
180, 1627
181, 1656
182, 1775
183, 1602
184, 1661
185, 1626
186, 1676
187, 1814
188, 1594
189, 1572
190, 1575
191, 1626
192, 1554
193, 1595
194, 1571
195, 1669
196, 1623
197, 1545
198, 1670
199, 1603
200, 1624
201, 1500
202, 1540
203, 1568
204, 1537
205, 1469
206, 1506
207, 1676
208, 1475
209, 1474
210, 1490
211, 1742
212, 1835
213, 1697
214, 1562
215, 1612
216, 1702
217, 1459
218, 1556
219, 1570
220, 1692
221, 1684
222, 1567
223, 1490
224, 1670
225, 1530
226, 1606
227, 1530
228, 1692
229, 1502
230, 1459
231, 1768
232, 1800
233, 1799
234, 1835
235, 1967
236, 1859
237, 2074
238, 2051
239, 2587
240, 2835
241, 2656
242, 2368
243, 2560
244, 2678
245, 2746
246, 2927
247, 3327
248, 3913
249, 4315
250, 4551
251, 4309
252, 4191
253, 4208
254, 4402
255, 4405
256, 4391
257, 4374
258, 4368
259, 4325
260, 4384
261, 4677
262, 4746
263, 4579
264, 4311
265, 4117
266, 4316
267, 4332
268, 4271
269, 4303
270, 4153
271, 4140
272, 4169
273, 4287
274, 4335
275, 4406
276, 4261
277, 4358
278, 4317
279, 4334
280, 4230
281, 4189
282, 4252
283, 4186
284, 4250
285, 4234
286, 3948
287, 3777
288, 3707
289, 3503
290, 3566
291, 3631
292, 3599
293, 3682
294, 3792
295, 3865
296, 3790
297, 3951
298, 3953
299, 3870
300, 3427
301, 3356
302, 3305
303, 3205
304, 2934
305, 2966
306, 3189
307, 3209
308, 3036
309, 3232
310, 3067
311, 3379
312, 3508
313, 3682
314, 3496
315, 3309
316, 3213
317, 3399
318, 3523
319, 3415
320, 3272
321, 2979
322, 3127
323, 3124
324, 3109
325, 3205
326, 3274
327, 3096
328, 3055
329, 2971
330, 2960
331, 2983
332, 3093
333, 3090
334, 3004
335, 3240
336, 3131
337, 3086
338, 3005
339, 2883
340, 2569
341, 2347
342, 2319
343, 2380
344, 2352
345, 2258
346, 2008
347, 2160
348, 1798
349, 1779
350, 1868
351, 1867
352, 1915
353, 1583
354, 1818
355, 1803
356, 2054
357, 1915
358, 1899
359, 1918
360, 1823
361, 1676
362, 1766
363, 1900
364, 1900
365, 2015
366, 1868
367, 1762
368, 1742
369, 1830
370, 1970
371, 1925
372, 1739
373, 1708
374, 1823
375, 1855
376, 1874
377, 1714
378, 1845
379, 1839
380, 1799
381, 1662
382, 1654
383, 1804
384, 1863
385, 1596
386, 1926
387, 1790
388, 1637
389, 1944
390, 1733
391, 1907
392, 1909
393, 1650
394, 1868
395, 1808
396, 1842
397, 1826
398, 1706
399, 1934
400, 1893
401, 1987
402, 1973
403, 1860
404, 1950
405, 1891
406, 1747
407, 1793
408, 1784
409, 1664
410, 1789
411, 1713
412, 1818
413, 1806
414, 1633
415, 1650
416, 1730
417, 1651
418, 1709
419, 1774
420, 1715
421, 1894
422, 1670
423, 1846
424, 1911
425, 1695
426, 1669
427, 1777
428, 1815
429, 1743
430, 1717
431, 1729
432, 1650
433, 1742
434, 1819
435, 1912
436, 1908
437, 1771
438, 1666
439, 1841
440, 1677
441, 1698
442, 1919
443, 1823
444, 1679
445, 1758
446, 1757
447, 1828
448, 1777
449, 1620
450, 1672
451, 1826
452, 1696
453, 1811
454, 1567
455, 1812
456, 1823
457, 1702
458, 1775
459, 1852
460, 1878
461, 1645
462, 1677
463, 1693
464, 1671
465, 1633
466, 1663
467, 1860
468, 1652
469, 1724
470, 1599
471, 1754
472, 1741
473, 1720
474, 1659
475, 1613
476, 1748
477, 1630
478, 1554
479, 1780
480, 1941
481, 1914
482, 1885
483, 1958
484, 2061
485, 2195
486, 1999
487, 1912
488, 1898
489, 1816
490, 2022
491, 1966
492, 2057
493, 2052
494, 2040
495, 2049
496, 1804
497, 1825
498, 1853
499, 1725
500, 1818
501, 1859
502, 2064
503, 2038
504, 1728
505, 1925
506, 1729
507, 2053
508, 1840
509, 1809
510, 1760
511, 1672
512, 1867
513, 1793
514, 1838
515, 1737
516, 1716
517, 1577
518, 1643
519, 1688
520, 1959
521, 1822
522, 1680
523, 2005
524, 1724
525, 1756
526, 1557
527, 1612
528, 1592
529, 1733
530, 1694
531, 1801
532, 1722
533, 1608
534, 1572
535, 1613
536, 1819
537, 1788
538, 1726
539, 1825
540, 1796
541, 1851
542, 1620
543, 1576
544, 1851
545, 1748
546, 1769
547, 1938
548, 1933
549, 1838
550, 1929
551, 1806
552, 1765
553, 2000
554, 1915
555, 1825
556, 1870
557, 1920
558, 1922
559, 1843
560, 1780
561, 1694
562, 1744
563, 1760
564, 1814
565, 1843
566, 1822
567, 1847
568, 1881
569, 1750
570, 1882
571, 1937
572, 1752
573, 1675
574, 1597
575, 1637
576, 1666
577, 1610
578, 1757
579, 1837
580, 1677
581, 1590
582, 1656
583, 1844
584, 1703
585, 1762
586, 1668
587, 1812
588, 1643
589, 1690
590, 1683
591, 1696
592, 1570
593, 1683
594, 1565
595, 1637
596, 1473
597, 1499
598, 1523
599, 1608
600, 1679
601, 1591
602, 1436
603, 1615
604, 1605
605, 1631
606, 1571
607, 1550
608, 1678
609, 1638
610, 1786
611, 1760
612, 1783
613, 1698
614, 1622
615, 1751
616, 1654
617, 1724
618, 1739
619, 1759
620, 1741
621, 1866
622, 1614
623, 1644
624, 1729
625, 1613
626, 1595
627, 1717
628, 1750
629, 1618
630, 1524
631, 1645
632, 1662
633, 1726
634, 1846
635, 1742
636, 1828
637, 1725
638, 1568
639, 1636
640, 1617
641, 1653
642, 1780
643, 1699
644, 1874
645, 1709
646, 1635
647, 1496
648, 1772
649, 1789
650, 1930
651, 1797
652, 1827
653, 1826
654, 1521
655, 1904
656, 1624
657, 1816
658, 1790
659, 1792
660, 1918
661, 1773
662, 1946
663, 1979
664, 2098
665, 2033
666, 1819
667, 1894
668, 2100
669, 2009
670, 1850
671, 1870
672, 1894
673, 1736
674, 1954
675, 1972
676, 1983
677, 1837
678, 1903
679, 1980
680, 2099
681, 2012
682, 1817
683, 1969
684, 2062
685, 1899
686, 1846
687, 2074
688, 2103
689, 1923
690, 1832
691, 1928
692, 1872
693, 1775
694, 2077
695, 2077
696, 1935
697, 1938
698, 1991
699, 2103
700, 2004
701, 1955
702, 1771
703, 1904
704, 1955
705, 1772
706, 1878
707, 1953
708, 2156
709, 1902
710, 1922
711, 1821
712, 1898
713, 1784
714, 1831
715, 1942
716, 2040
717, 1811
718, 2164
719, 1988
720, 1791
721, 1738
722, 1915
723, 2066
724, 1968
725, 1910
726, 1873
727, 2070
728, 1853
729, 1862
730, 1898
731, 1949
732, 2055
733, 1756
734, 1933
735, 2015
736, 1915
737, 1849
738, 1883
739, 2168
740, 2093
741, 1979
742, 1965
743, 1988
744, 1966
745, 2048
746, 1989
747, 1978
748, 2104
749, 2143
750, 1963
751, 1827
752, 1771
753, 1779
